;planificacion_slug;convocatoria_slug;adjudicacion_slug;precalificacion_slug;convenio_slug;nro_licitacion;nombre_licitacion;tipo_procedimiento;categoria;convocante;_etapa_licitacion;etapa_licitacion;fecha_entrega_oferta;tipo_licitacion;fecha_estimada;fecha_publicacion_convocatoria;geo
6870;430796-recarga-extintores-incan-1;430796-recarga-extintores-incan-1;430796-recarga-extintores-incan-1;;;430796;RECARGA DE EXTINTORES PARA EL INCAN;CD - Contratación Directa;16 - Productos quimicos;Instituto Nacional del Cancer / Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;ADJ;Adjudicada;2023-06-05 10:00:00;tradicional;2023-06-30 00:00:00;2023-05-29 09:40:24;
6871;430798-contratacion-agencia-publicitaria-generacion-pauta-contenido-digital-1;430798-contratacion-agencia-publicitaria-generacion-pauta-contenido-digital-1;430798-contratacion-agencia-publicitaria-generacion-pauta-contenido-digital-1;;;430798;CONTRATACIÓN DE AGENCIA PUBLICITARIA PARA GENERACIÓN Y PAUTA DE CONTENIDO DIGITAL;CD - Contratación Directa;7 - Servicios Técnicos;Dirección Nacional de Contrataciones Públicas / Entes Autónomos y Autárquicos;ADJ;Adjudicada;2023-05-16 11:00:00;tradicional;2023-05-31 00:00:00;2023-05-04 15:00:46;
6872;430799-lpn-sbe-43-23-mantenimiento-preventivo-correctivo-provision-repuestos-necesidad-cama-1;430799-lpn-sbe-43-23-mantenimiento-preventivo-correctivo-provision-repuestos-necesidad-cama-1;;;;430799;LPN SBE 43-23 MANTENIMIENTO PREVENTIVO Y CORRECTIVO CON Y SIN PROVISION DE REPUESTOS A NECESIDAD PARA CAMAS ELECTRICAS DE LA MARCA AEGEAN PERTENECIENTES AL IPS;LPN - Licitación Pública Nacional;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;SUS;Suspendida;2023-06-15 08:00:00;tradicional;2023-07-31 00:00:00;2023-05-30 16:48:00;
6873;430800-lpn-sbe-32-23-adquisicion-insumos-procedimientos-equipo-vitrectomia-calidad-comodato-1;;;;;430800;LPN SBE 32/23 ADQUISICION DE INSUMOS PARA LOS PROCEDIMIENTOS CON EQUIPO DE VITRECTOMIA EN CALIDAD DE COMODATO PARA EL HOSPITAL CENTRAL DEL IPS;LPN - Licitación Pública Nacional;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;PLAN;Planificada;;tradicional;2023-07-31 00:00:00;;
6874;430801-adquisicion-materiales-construccion-1;430801-adquisicion-materiales-construccion-1;430801-adquisicion-materiales-construccion-1;;;430801;ADQUISICION DE MATERIALES DE CONSTRUCCION;CD - Contratación Directa;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Municipalidad de Minga Guazú / Municipalidades;ADJ;Adjudicada;2023-05-08 10:00:00;tradicional;2023-04-30 00:00:00;2023-04-28 15:06:11;
6875;430802-lpn-sbe-50-23-contratacion-servicios-personales-extension-garantia-equipos-sistema-1;;;;;430802;LPN SBE 50/23 CONTRATACIÓN DE SERVICIOS PROFESIONALES Y EXTENSIÓN DE GARANTÍA PARA EQUIPOS Y SISTEMA DE INTEGRACIÓN DE TELEMEDICINA DEL IPS;LPN - Licitación Pública Nacional;7 - Servicios Técnicos;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;PLAN;Planificada;;tradicional;2023-07-31 00:00:00;;
6876;430803-contratacion-seguros-edificios-equipos-otros-riesgos-essap-s-a-1;430803-contratacion-seguros-edificios-equipos-otros-riesgos-essap-s-a-1;430803-contratacion-seguros-edificios-equipos-otros-riesgos-essap-s-a-1;;;430803;CONTRATACION DE SEGUROS PARA EDIFICIOS, EQUIPOS Y OTROS RIESGOS PARA LA ESSAP S.A.;LPN - Licitación Pública Nacional;6 - Seguros;Empresa de Servicios Sanitarios del Paraguay / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado;ADJ;Adjudicada;2023-06-05 08:00:00;tradicional;2023-06-30 00:00:00;2023-05-09 18:16:20;
6877;430805-construccion-fosa-sanitaria-vertedero-municipal-1;430805-construccion-fosa-sanitaria-vertedero-municipal-1;430805-construccion-fosa-sanitaria-vertedero-municipal-1;;;430805;CONSTRUCCIÓN DE UNA FOSA SANITARIA EN EL VERTEDERO MUNICIPAL;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Nueva Esperanza / Municipalidades;ADJ;Adjudicada;2023-05-08 07:30:00;tradicional;2023-04-30 00:00:00;2023-04-27 09:50:03;
6878;430807-lpn-67-23-servicio-hemodialisis-adultos-alto-parana-cnel-oviedo-mspbs-1;430807-lpn-67-23-servicio-hemodialisis-adultos-alto-parana-cnel-oviedo-mspbs-1;;;;430807;"LPN 67/23 - ""SERVICIO DE HEMODIÁLISIS ADULTOS PARA ALTO PARANÁ Y CNEL. OVIEDO DEL MSPBS""";LPN - Licitación Pública Nacional;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;EVAL;En Evaluacion (Cerrada);2023-06-30 08:00:00;tradicional;2023-06-30 00:00:00;2023-06-08 16:07:35;
6879;430808-mantenimiento-reparacion-caminos-vecinales-1;;;;;430808;Mantenimiento y Reparación de Caminos Vecinales;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Capiibary / Municipalidades;PLAN;Planificada;;tradicional;2023-04-30 00:00:00;;
6880;430820-reparacion-empedrado-existente-1;430820-reparacion-empedrado-existente-1;;;;430820;REPARACION DE EMPEDRADO EXISTENTE;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de San Juan del Paraná / Municipalidades;EVAL;En Evaluacion (Cerrada);2023-05-05 07:15:00;tradicional;2023-05-31 00:00:00;2023-04-27 15:27:22;
6881;430823-servicio-escribania-facultad-ciencias-medicas-filial-santa-rosa-aguaray-2023-2024-1;430823-servicio-escribania-facultad-ciencias-medicas-filial-santa-rosa-aguaray-2023-2024-1;;;;430823;SERVICIO DE ESCRIBANÍA PARA LA FACULTAD DE CIENCIAS MÉDICAS FILIAL SANTA ROSA DEL AGUARAY 2023-2024;CD - Contratación Directa;7 - Servicios Técnicos;Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales;DES;Desierta;2023-05-17 10:00:00;tradicional;2023-04-30 00:00:00;2023-04-27 18:43:34;
6882;430827-mantenimiento-preventivo-correctivo-bebederos-electricos-1;430827-mantenimiento-preventivo-correctivo-bebederos-electricos-1;430827-mantenimiento-preventivo-correctivo-bebederos-electricos-1;;;430827;MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE BEBEDEROS ELECTRICOS;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Facultad de Ciencias Quimicas / Universidad Nacional de Asunción / Universidades Nacionales;ADJ;Adjudicada;2023-05-02 10:00:00;tradicional;2023-04-30 00:00:00;2023-04-22 08:31:51;
6883;430828-servicios-gastronomicos-1;430828-servicios-gastronomicos-1;;;;430828;SERVICIOS GASTRONOMICOS;CD - Contratación Directa;9 - Servicios de ceremonial, gastronomico y funerarios;Circunscripción Judicial del Dpto. San Pedro / Corte Suprema de Justicia / Poder Judicial;EVAL;En Evaluacion (Cerrada);2023-07-03 10:30:00;tradicional;2023-05-31 00:00:00;2023-06-02 14:54:29;
6884;430829-construccion-canal-desague-pluvial-1;430829-construccion-canal-desague-pluvial-1;430829-construccion-canal-desague-pluvial-1;;;430829;CONSTRUCCION DE CANAL DE DESAGUE PLUVIAL;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Dr. Raul Peña / Municipalidades;ADJ;Adjudicada;2023-06-13 07:30:00;tradicional;2023-04-30 00:00:00;2023-06-02 14:55:22;
6885;430839-adquisicion-equipos-informaticos-1;430839-adquisicion-equipos-informaticos-1;430839-adquisicion-equipos-informaticos-1;;;430839;Adquisición de equipos informáticos;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de Gral. Bernardino Caballero / Municipalidades;ADJ;Adjudicada;2023-04-29 08:00:00;tradicional;2023-05-31 00:00:00;2023-04-22 11:45:37;
6886;430840-adquisicion-botellas-vidrio-1;430840-adquisicion-botellas-vidrio-1;;;;430840;Adquisición de Botellas de Vidrio;LPN - Licitación Pública Nacional;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Cañas Paraguayas S.A. / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado;EVAL;En Evaluacion (Cerrada);2023-06-14 09:45:00;tradicional;2023-04-30 00:00:00;2023-05-19 15:39:56;
6887;430841-adquisicion-instrumentos-equipos-23-kv-1;430841-lp1759-23-adquisicion-instrumentos-equipos-23-kv-1;;;;430841;Lp1759-23 Adquisición de Instrumentos para Equipos de 23 kV;LPI - Licitación Pública Internacional;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Administración Nacional de Electricidad / Empresas Públicas;CONV;En Convocatoria (Abierta);2023-07-19 09:00:00;tradicional;2023-06-30 00:00:00;2023-06-06 17:04:34;
6888;430842-mantenimiento-reparacion-servidores-ups-ad-referendum-1;430842-mantenimiento-reparacion-servidores-ups-ad-referendum-1;430842-mantenimiento-reparacion-servidores-ups-ad-referendum-1;;;430842;Mantenimiento y Reparación de Servidores y UPS. Ad Referéndum;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Secretaria de la Funcion Publica / Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;2023-05-09 09:00:00;tradicional;2023-05-31 00:00:00;2023-04-22 13:02:26;
6889;430844-mejoramiento-construccion-enripiado-caminos-rurales-distrito-maria-antonia-1;430844-mejoramiento-construccion-enripiado-caminos-rurales-distrito-maria-antonia-1;;;;430844;MEJORAMIENTO Y CONSTRUCCION DE ENRIPIADO EN CAMINOS RURALES DEL DISTRITO DE MARIA ANTONIA;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Maria Antonia / Municipalidades;EVAL;En Evaluacion (Cerrada);2023-05-02 07:10:00;tradicional;2023-04-30 00:00:00;2023-04-25 15:56:11;
6890;430845-reparacion-bloque-4-aulas-dentro-escuela-basica-n-3638-maria-auxiliadora-1;430845-reparacion-bloque-4-aulas-dentro-escuela-basica-n-3638-maria-auxiliadora-1;;;;430845;REPARACIÓN DE UN BLOQUE DE 4 AULAS DENTRO DE LA ESCUELA BASICA Nº 3638 MARIA AUXILIADORA;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Yasy Cañy / Municipalidades;EVAL;En Evaluacion (Cerrada);2023-05-16 07:30:00;tradicional;2023-04-30 00:00:00;2023-05-05 15:26:46;
6891;430846-adquisicion-baterias-vehiculos-mag-1;430846-adquisicion-baterias-vehiculos-mag-1;;;;430846;ADQUISICIÓN DE BATERÍAS PARA VEHÍCULOS DEL MAG;CD - Contratación Directa;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Ministerio de Agricultura y Ganadería / Poder Ejecutivo;EVAL;En Evaluacion (Cerrada);2023-06-09 08:30:00;tradicional;2023-05-31 00:00:00;2023-06-01 10:54:01;
6892;430847-lco-01-adquisicion-alimentos-pacientes-medicos-personal-guardia-v-region-sanitaria-1;;;;;430847;LCO 01 ADQUISICIÓN DE ALIMENTOS PARA PACIENTES, MÉDICOS Y PERSONAL DE GUARDIA DE LA V REGION SANITARIA - CAAGUAZU;CO - Concurso de Ofertas;14 - Productos Alimenticios;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-05-31 00:00:00;;
6893;430851-adquisicion-utensilios-cocina-comedor-brigada-logistica-1;430851-cd-n-34-23-adquisicion-utensilios-cocina-comedor-brigada-logistica-1;430851-cd-n-34-23-adquisicion-utensilios-cocina-comedor-brigada-logistica-1;;;430851;CD N° 34/23 - ADQUISICION DE UTENSILIOS DE COCINA Y COMEDOR PARA LA BRIGADA LOGISTICA;CD - Contratación Directa;13 - Utensilios de cocina y comedor, Productos de Porcelana, vidrio y loza;Comando de la Fuerza Aerea Uoc 4 / Ministerio de Defensa Nacional / Poder Ejecutivo;ADJ;Adjudicada;2023-05-17 09:00:00;tradicional;2023-06-30 00:00:00;2023-05-02 17:52:21;
6894;430855-construccion-aula-anexa-existente-tipoligia-mec-esc-bas-n-1358-cap-nav-guillermo-lop-1;430855-construccion-aula-anexa-existente-tipoligia-mec-esc-bas-n-1358-cap-nav-guillermo-lop-1;;;;430855;CONSTRUCCIÓN DE UN AULA, ANEXA A LA EXISTENTE TIPOLIGÍA MEC EN LA ESC. BAS. N°1358 CAP NAV. GUILLERMO LOPEZ MOREIRA;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Mbuyapey / Municipalidades;EVAL;En Evaluacion (Cerrada);2023-05-26 09:00:00;tradicional;2023-05-31 00:00:00;2023-05-12 16:09:57;
6895;430856-cd-n-10-adquisicion-e-instalacion-software-gestion-municipal-1;430856-cd-n-10-adquisicion-e-instalacion-software-gestion-municipal-1;430856-cd-n-10-adquisicion-e-instalacion-software-gestion-municipal-1;;;430856;CD N° 10_Adquisición e Instalación de Software para Gestión Municipal;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de San Ignacio / Municipalidades;ADJ;Adjudicada;2023-05-05 08:00:00;tradicional;2023-04-30 00:00:00;2023-04-27 14:59:12;
6896;430857-adquisicion-accesorio-goma-colocacion-e-instalacion-medidores-3-4-1-2-1-1;430857-adquisicion-accesorio-goma-colocacion-e-instalacion-medidores-3-4-1-2-1-1;;;;430857;ADQUISICION DE ACCESORIO DE GOMA PARA LA COLOCACION E INSTALACION DE MEDIDORES DE 3/4¨ 1/2¨ Y 1¨;CD - Contratación Directa;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Empresa de Servicios Sanitarios del Paraguay / Soc. Anónimas con Part. Accionaria Mayoritaria del Estado;EVAL;En Evaluacion (Cerrada);2023-06-07 09:00:00;tradicional;2023-06-30 00:00:00;2023-05-26 09:02:55;
6897;430862-mantenimiento-reparacion-maquinarias-equipos-informaticos-1;430862-mantenimiento-reparacion-maquinarias-equipos-informaticos-1;430862-mantenimiento-reparacion-maquinarias-equipos-informaticos-1;;;430862;MANTENIMIENTO Y REPARACIÓN DE MAQUINARIAS Y EQUIPOS INFORMÁTICOS ;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Comando de la Armada Uoc 3 / Ministerio de Defensa Nacional / Poder Ejecutivo;ADJ;Adjudicada;2023-05-29 09:00:00;tradicional;2023-05-31 00:00:00;2023-05-20 16:12:51;
6898;430863-mantenimiento-reparacion-equipos-semaforicos-provision-materiales-repuestos-1;430863-mantenimiento-reparacion-equipos-semaforicos-provision-materiales-repuestos-1;;;;430863;MANTENIMIENTO Y REPARACION DE LOS EQUIPOS SEMAFORICOS CON PROVISION DE MATERIALES Y REPUESTOS;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Municipalidad de Capiatá / Municipalidades;CAN;Anulada o Cancelada;2023-06-27 11:00:00;tradicional;2023-05-31 00:00:00;2023-06-14 14:12:15;
6899;430867-adquisicion-insumos-laboratorios-ad-referendum-reprogramacion-presupuestaria-1;;;;;430867;ADQUISICIÓN DE INSUMOS PARA LOS LABORATORIOS DEL DEPARTAMENTO DE INGENIERÍA MECÁNICA Y ELECTROMECÁNICA (DIME);CD - Contratación Directa;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Facultad de Ingenieria / Universidad Nacional de Asunción / Universidades Nacionales;PLAN;Planificada;;tradicional;2023-05-31 00:00:00;;
6900;430868-construccion-campamento-maquinarias-depositos-lavaderos-gobernacion-caazapa-1;430868-construccion-campamento-maquinarias-depositos-lavaderos-gobernacion-caazapa-1;430868-construccion-campamento-maquinarias-depositos-lavaderos-gobernacion-caazapa-1;;;430868;Construccion de Campamento de Maquinarias con Depósitos y Lavaderos para la Gobernación de Caazapá;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Gobierno Departamental de Caazapá / Gobiernos Departamentales;ADJ;Adjudicada;2023-05-19 10:00:00;tradicional;2023-04-30 00:00:00;2023-05-09 10:55:36;
6901;430870-construccion-pavimento-tipo-empedrado-diferentes-lugares-distrito-cde-1;430870-construccion-pavimento-tipo-empedrado-diferentes-lugares-distrito-cde-1;;;;430870;CONSTRUCCIÓN DE PAVIMENTO TIPO EMPEDRADO EN DIFERENTES LUGARES DEL DISTRITO DE CDE;LPN - Licitación Pública Nacional;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Gobierno Departamental de Alto Paraná / Gobiernos Departamentales;EVAL;En Evaluacion (Cerrada);2023-07-03 07:30:00;tradicional;2023-04-30 00:00:00;2023-05-31 17:54:41;
6902;430871-construccion-escenario-sanitarios-exterior-predio-centro-cultural-agustin-pio-barrio-1;430871-construccion-escenario-sanitarios-exterior-predio-centro-cultural-agustin-pio-barrio-1;;;;430871;"CONSTRUCCION DE ESCENARIO Y SANITARIOS EXTERIOR EN EL PREDIO DEL CENTRO CULTURAL AGUSTIN PIO BARRIOS ""MANGORE""";LPN - Licitación Pública Nacional;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Gobierno Departamental de Alto Paraná / Gobiernos Departamentales;CONV;En Convocatoria (Abierta);2023-07-21 07:30:00;tradicional;2023-05-31 00:00:00;2023-06-29 18:35:07;
6903;430872-construccion-tinglado-pista-multiuso-comunidad-emiliano-re-1;430872-construccion-tinglado-pista-multiuso-comunidad-emiliano-re-1;430872-construccion-tinglado-pista-multiuso-comunidad-emiliano-re-1;;;430872;Construcción de Tinglado para Pista Multiuso en la Comunidad de Emiliano Re;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Gobierno Departamental de Caazapá / Gobiernos Departamentales;ADJ;Adjudicada;2023-05-22 11:30:00;tradicional;2023-04-30 00:00:00;2023-05-12 07:08:22;
6904;430874-adquisicion-montaje-parque-infantil-1;;;;;430874;ADQUISICIÓN Y MONTAJE DE PARQUE INFANTIL;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de San Juan Bautista / Municipalidades;PLAN;Planificada;;tradicional;2023-05-31 00:00:00;;
6905;430875-servicios-elaboracion-proyectos-inversion-1;430875-servicios-elaboracion-proyectos-inversion-1;;;;430875;Servicios de Elaboración de Proyectos de Inversión;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de Ñacunday / Municipalidades;EVAL;En Evaluacion (Cerrada);2023-05-16 07:30:00;tradicional;2023-04-30 00:00:00;2023-05-05 10:15:13;
6906;430879-servicio-mantenimiento-aires-acondicionados-oficinas-sedeco-plurianual-1;430879-servicio-mantenimiento-aires-acondicionados-oficinas-sedeco-plurianual-1;430879-servicio-mantenimiento-aires-acondicionados-oficinas-sedeco-plurianual-1;;;430879;SERVICIO DE MANTENIMIENTO DE AIRES ACONDICIONADOS DE LAS OFICINAS DE LA SEDECO- PLURIANUAL;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Secretaria de Defensa del Consumidor y el Usuario / Entes Autónomos y Autárquicos;ADJ;Adjudicada;2023-05-22 10:00:00;tradicional;2023-04-30 00:00:00;2023-05-11 16:00:37;
6907;430881-adquisicion-materiales-e-insumos-varios-dpto-transito-1;430881-adquisicion-materiales-e-insumos-varios-dpto-transito-1;430881-adquisicion-materiales-e-insumos-varios-dpto-transito-1;;;430881;ADQUISICIÓN DE MATERIALES E INSUMOS VARIOS PARA EL DPTO. DE TRÁNSITO;CD - Contratación Directa;11 - Utiles de oficina, Productos de papel y cartón e impresos;Municipalidad de San Antonio / Municipalidades;ADJ;Adjudicada;2023-06-14 09:30:00;tradicional;2023-04-30 00:00:00;2023-06-05 12:36:11;
6908;430882-adquisicion-contenedores-modulares-estaticos-oficinas-puestos-control-dnm-1;;;;;430882;ADQUISICIÓN DE CONTENEDORES MODULARES ESTÁTICOS PARA OFICINAS DE PUESTOS DE CONTROL DE LA DNM ;CD - Contratación Directa;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Dirección Nacional de Migraciones / Entes Autónomos y Autárquicos;PLAN;Planificada;;tradicional;2023-04-30 00:00:00;;
6909;430883-construccion-canal-cielo-abierto-barrio-san-francisco-1;430883-construccion-canal-cielo-abierto-barrio-san-francisco-1;;;;430883;CONSTRUCCION DE CANAL A CIELO ABIERTO EN EL BARRIO SAN FRANCISCO;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de San Estanislao / Municipalidades;EVAL;En Evaluacion (Cerrada);2023-04-27 07:00:00;tradicional;2023-04-30 00:00:00;2023-04-21 14:29:05;
6910;430885-adquisicion-urnas-facultad-ciencias-medicas-1;430885-adquisicion-urnas-facultad-ciencias-medicas-1;430885-adquisicion-urnas-facultad-ciencias-medicas-1;;;430885;ADQUISICIÓN DE URNAS PARA LA FACULTAD DE CIENCIAS MÉDICAS;CD - Contratación Directa;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales;ADJ;Adjudicada;2023-05-08 10:00:00;tradicional;2023-04-30 00:00:00;2023-04-28 10:13:23;
6911;430886-reparacion-centro-salud-nu-apua-distrito-mbuyapey-1;;;;;430886;REPARACIÓN DEL CENTRO DE SALUD DE ÑU APUA, DEL DISTRITO DE MBUYAPEY;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Mbuyapey / Municipalidades;PLAN;Planificada;;tradicional;2023-04-30 00:00:00;;
6912;430887-adquisicion-textiles-vestuarios-1;430887-adquisicion-textiles-vestuarios-1;;;;430887;ADQUISICION DE TEXTILES Y VESTUARIOS;CO - Concurso de Ofertas;10 - Textiles, vestuarios y calzados;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;CONV;En Convocatoria (Abierta);2023-07-11 10:00:00;tradicional;2023-05-31 00:00:00;2023-06-15 14:51:45;
6913;430891-adquisicion-combustibles-1;;;;;430891;ADQUISICION DE COMBUSTIBLES;CD - Contratación Directa;15 - Combustibles y Lubricantes;Municipalidad de Villa Curuguaty / Municipalidades;PLAN;Planificada;;tradicional;2023-04-30 00:00:00;;
6914;430892-adquisicion-test-dna-hpv-pncacum-contrato-abierto-plurianual-1;;;;;430892;ADQUISICION DE TEST DNA PARA HPV PARA PNCACUM - CONTRATO ABIERTO - PLURIANUAL;LPN - Licitación Pública Nacional;16 - Productos quimicos;Instituto Nacional del Cancer / Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-06-30 00:00:00;;
6915;430893-adquisicion-desmalezadoras-motosierras-1;430893-adquisicion-desmalezadoras-motosierras-1;;;;430893;ADQUISICION DE DESMALEZADORAS Y MOTOSIERRAS;CD - Contratación Directa;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Municipalidad de Capiatá / Municipalidades;EVAL;En Evaluacion (Cerrada);2023-05-30 09:00:00;tradicional;2023-05-31 00:00:00;2023-05-16 15:09:41;
6916;430895-adquisicion-equipos-informaticos-1;430895-adquisicion-equipos-informaticos-1;;;;430895;ADQUISICION DE EQUIPOS INFORMATICOS;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de Capiatá / Municipalidades;EVAL;En Evaluacion (Cerrada);2023-05-29 09:00:00;tradicional;2023-04-30 00:00:00;2023-05-16 14:52:52;
6917;430896-provision-colocacion-carteleria-senaletica-1;430896-provision-colocacion-carteleria-senaletica-1;430896-provision-colocacion-carteleria-senaletica-1;;;430896;PROVISION Y COLOCACION DE CARTELERIA SEÑALETICA;CD - Contratación Directa;8 - Publicidad y Propaganda;Consejo de la Magistratura / Poder Judicial;ADJ;Adjudicada;2023-05-04 10:00:00;tradicional;2023-04-30 00:00:00;2023-04-25 10:58:18;
6918;430898-reconstruccion-distintas-dependencias-municipales-1;430898-reconstruccion-distintas-dependencias-municipales-1;;;;430898;Reconstrucción en Distintas Dependencias Municipales;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Encarnación / Municipalidades;CONV;En Convocatoria (Abierta);2023-07-14 10:30:00;tradicional;2023-05-31 00:00:00;2023-07-06 09:31:52;
6919;430899-servicio-sonido-audiovisuales-infraestructura-otros-eventos-ceremonial-otros-1;430899-servicio-sonido-audiovisuales-infraestructura-otros-eventos-ceremonial-protocolo-1;;;;430899;Servicio de Sonido Audiovisuales, Infraestructura y Otros para Eventos de Ceremonial y Protocolo.;CO - Concurso de Ofertas;9 - Servicios de ceremonial, gastronomico y funerarios;Gabinete Civil / Presidencia de la República / Poder Ejecutivo;CONV;En Convocatoria (Abierta);2023-07-14 09:00:00;tradicional;2023-04-30 00:00:00;2023-06-13 08:42:37;
6920;430902-puesta-valor-bibliotecas-publicas-pilar-paso-barreto-proyecto-implementacion-equipam-1;430902-puesta-valor-bibliotecas-publicas-pilar-paso-barreto-proyecto-implementacion-equipam-1;430902-puesta-valor-bibliotecas-publicas-pilar-paso-barreto-proyecto-implementacion-equipam-1;;;430902;Puesta en Valor de las Bibliotecas Públicas de Pilar y Paso Barreto - Proyecto Implementación y Equipamiento de Bibliotecas Públicas en territorios con mayor índice de pobreza a nivel nacional para el Fortalecimiento de la Red Nacional de Bibliotecas Públicas;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Secretaria Nacional de Cultura / Presidencia de la República / Poder Ejecutivo;ADJ;Adjudicada;2023-05-26 10:00:00;tradicional;2023-05-31 00:00:00;2023-05-16 08:56:57;
6921;430904-construccion-cuneta-h-calle-villarrica-interseccion-calle-garibaldi-1;430904-construccion-cuneta-h-calle-villarrica-interseccion-calle-garibaldi-1;430904-construccion-cuneta-h-calle-villarrica-interseccion-calle-garibaldi-1;;;430904;Construcción de cuneta de H° en calle Villarrica intersección a la calle Garibaldi;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Gral. Bernardino Caballero / Municipalidades;ADJ;Adjudicada;2023-05-02 08:00:00;tradicional;2023-05-31 00:00:00;2023-04-25 09:50:36;
