;planificacion_slug;convocatoria_slug;adjudicacion_slug;precalificacion_slug;convenio_slug;nro_licitacion;nombre_licitacion;tipo_procedimiento;categoria;convocante;_etapa_licitacion;etapa_licitacion;fecha_entrega_oferta;tipo_licitacion;fecha_estimada;fecha_publicacion_convocatoria;geo
560;422382-servicio-mantenimiento-reparacion-generadores-set-mh-1;;;;;422382;SERVICIO DE MANTENIMIENTO Y REPARACION DE GENERADORES PARA LA SET DEL MH;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
561;422390-construccion-sanitario-sexado-tipo-4-40x6-15-techo-chapasobre-estructura-metalica-es-1;;;;;422390;CONSTRUCCION DE SANITARIO SEXADO TIPO 4,40X6,15 CON TECHO DE CHAPASOBRE ESTRUCTURA METALICA EN LA ESC. BASICA 7213 VIRGEN DE CAACUPE Y ESC. BAS. N° 4.449 CERRO CORA;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Hohenau / Municipalidades;PLAN;Planificada;;tradicional;2023-12-31 00:00:00;;
562;422392-consultores-individuales-analistas-sistemas-proyectos-desarrollo-software-1;422392-consultores-individuales-analistas-sistemas-proyectos-desarrollo-software-ad-referen-1;;;;422392;CONSULTORES INDIVIDUALES ANALISTAS DE SISTEMAS PARA PROYECTOS DE DESARROLLO DE SOFTWARE - AD REFERENDUM;CO - Concurso de Ofertas;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Dirección Nacional de Contrataciones Públicas / Entes Autónomos y Autárquicos;CONV;En Convocatoria (Abierta);2023-01-09 10:00:00;tradicional;2022-12-31 00:00:00;2022-12-28 11:34:20;
563;422395-servicios-organizacion-integral-eventos-secretaria-nacional-cultura-1;422395-servicios-organizacion-integral-eventos-secretaria-nacional-cultura-1;;;;422395;Servicios de Organización Integral de Eventos - Secretaría Nacional de Cultura.;LPN - Licitación Pública Nacional;7 - Servicios Técnicos;Secretaria Nacional de Cultura / Presidencia de la República / Poder Ejecutivo;CONV;En Convocatoria (Abierta);2023-01-06 08:00:00;tradicional;2022-12-31 00:00:00;2022-12-22 14:18:14;
564;422404-organizacion-gestion-integral-evento-declaracion-punta-este-junio-2023-1;;;;;422404;ORGANIZACION Y GESTION INTEGRAL DEL EVENTO DECLARACION DE PUNTA DEL ESTE JUNIO 2023;LPN - Licitación Pública Nacional;9 - Servicios de ceremonial, gastronomico y funerarios;Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
565;422417-perforacion-pozo-artesiano-red-distribucion-agua-ad-referendum-segundo-llamado-1;;;;;422417;Perforación de pozo artesiano y red de distribución de agua - AD REFERENDUM SEGUNDO LLAMADO;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Quiindy / Municipalidades;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
566;422418-adquisicion-semillas-papa-plantines-eucalipto-dependencias-mag-1;;;;;422418;ADQUISICIÓN DE SEMILLAS DE PAPA Y PLANTINES DE EUCALIPTO PARA DEPENDENCIAS DEL MAG;LPN - Licitación Pública Nacional;19 - Bienes e insumos agropecuario y forestal;Ministerio de Agricultura y Ganadería / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-03-31 00:00:00;;
567;422421-agencia-campana-difusion-reingenieria-plataformas-dncp-1;;;;;422421;AGENCIA PARA CAMPAÑA DE DIFUSIÓN DE REINGENIERÍA DE LAS PLATAFORMAS DE LA DNCP;CO - Concurso de Ofertas;8 - Publicidad y Propaganda;Ministerio de Hacienda / Poder Ejecutivo;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
568;422427-adquisicion-seguro-vida-personal-policial-plurianual-1;422427-adquisicion-seguro-vida-personal-policial-plurianual-1;;;;422427;ADQUISICIÓN DE SEGURO DE VIDA PARA EL PERSONAL POLICIAL - PLURIANUAL;LPN - Licitación Pública Nacional;6 - Seguros;Policia Nacional / Ministerio del Interior / Poder Ejecutivo;CONV;En Convocatoria (Abierta);2023-01-11 08:00:00;tradicional;2022-12-31 00:00:00;2022-12-29 11:15:36;
569;422429-licitacion-concurso-oferta-n-01-2023-adquisicion-combustibles-uso-institucional-1;;;;;422429;LICITACION CONCURSO DE OFERTA N° 01/2023 ADQUISICIÓN DE COMBUSTIBLES PARA USO INSTITUCIONAL ;CO - Concurso de Ofertas;15 - Combustibles y Lubricantes;Municipalidad de Santa Fé del Paraná / Municipalidades;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
570;422430-adquisicion-medicamentos-iics-una-ad-referendum-presupuesto-2023-1;422430-adquisicion-medicamentos-iics-una-ad-referendum-presupuesto-2023-1;;;;422430;ADQUISICIÓN DE MEDICAMENTOS PARA EL IICS UNA, AD REFERENDUM AL PRESUPUESTO 2023;CD - Contratación Directa;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Universidad Nacional de Asunción / Universidades Nacionales;CONV;En Convocatoria (Abierta);2023-01-04 09:00:00;tradicional;2022-12-31 00:00:00;2022-12-15 10:14:02;
571;422431-adquisicion-equipos-informaticos-1;;;;;422431;ADQUISICION DE EQUIPOS INFORMATICOS;CO - Concurso de Ofertas;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Caja de Jubilaciones y Pensiones de Empleados de Bancarios / Entidades Públicas de Seguridad Social;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
572;422432-remodelacion-mejoramiento-tinglado-municipal-1;;;;;422432;Remodelación y Mejoramiento Tinglado Municipal;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Villa Curuguaty / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
573;422433-adquisicion-seguros-vehiculos-ad-referendum-1;;;;;422433;ADQUISICION DE SEGUROS PARA VEHICULOS AD REFERENDUM;CD - Contratación Directa;6 - Seguros;Gobierno Departamental de Cordillera / Gobiernos Departamentales;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
574;422434-aquisicion-medicamentos-veterinarios-ad-referendum-ejercicio-fiscal-2023-1;;;;;422434;Aquisicion de Medicamentos Veterinarios - Ad Referendum del Ejercicio Fiscal 2023;CD - Contratación Directa;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Comando de la Fuerza Aerea Uoc 4 / Ministerio de Defensa Nacional / Poder Ejecutivo;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
575;422435-servicios-asesoria-contable-institucion-municipal-ad-referendum-2023-1;;;;;422435;SERVICIOS DE ASESORÍA CONTABLE PARA LA INSTITUCIÓN MUNICIPAL AD REFERÉNDUM 2023;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de Naranjal / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
576;422436-adquisicion-bolsas-plastico-bolsas-residuos-bio-infecciosos-ad-referendum-1;;;;;422436;Adquisición de Bolsas de Plástico y Bolsas para Residuos Bio Infecciosos-Ad Referendum;CD - Contratación Directa;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Comando Logistico Uoc 5 / Ministerio de Defensa Nacional / Poder Ejecutivo;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
577;422437-adquisicion-sistema-informatico-ingresos-1;422437-adquisicion-sistema-informatico-ingresos-1;;;;422437;Adquisición de Sistema Informatico de Ingresos;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de Mcal. Francisco Solano López / Municipalidades;CONV;En Convocatoria (Abierta);2023-01-06 07:30:00;tradicional;2023-01-31 00:00:00;2022-12-27 10:40:49;
578;422438-contratacion-servicios-gestion-informacion-caracter-institucional-municipalidad-asun-1;;;;;422438;CONTRATACION DE SERVICIOS PARA LA GESTION DE INFORMACION DE CARACTER INSTITUCIONAL DE LA MUNICIPALIDAD DE ASUNCION - PLURIANUAL;LPN - Licitación Pública Nacional;8 - Publicidad y Propaganda;Municipalidad de Asunción / Municipalidades;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
579;422439-adquisicion-productos-alimenticios-personas-bimi-codi-ad-referendum-1;;;;;422439;Adquisición de Productos Alimenticios para Personas para el BIMI (CODI) Ad-Referéndum;CD - Contratación Directa;14 - Productos Alimenticios;Comando del Ejercito Uoc 2 / Ministerio de Defensa Nacional / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
580;422440-elaboracion-proyectos-inversion-ad-referendum-1;;;;;422440;Elaboración de Proyectos de Inversión Ad-Referendum;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de Tomás Romero Pereira / Municipalidades;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
581;422441-adquisicion-desmalezadoras-1;422441-cd-n-20-23-adquisicion-desmalezadoras-1;;;;422441;CD N° 20/23 - Adquisición de Desmalezadoras.;CD - Contratación Directa;22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte;Comando de la Fuerza Aerea Uoc 4 / Ministerio de Defensa Nacional / Poder Ejecutivo;CONV;En Convocatoria (Abierta);2023-01-09 09:00:00;tradicional;2023-02-28 00:00:00;2022-12-28 11:54:41;
582;422442-servicio-limpieza-integral-palacio-judicial-paraguari-juzgados-quiindy-carapegua-ad-1;;;;;422442;SERVICIO DE LIMPIEZA INTEGRAL Y JARDINERÍA PARA EL PALACIO JUDICIAL DE PARAGUARÍ Y JUZGADOS DE QUIINDY Y CARAPEGUÁ (AD REFERENDUM DEL PRESUPUESTO 2023);LPN - Licitación Pública Nacional;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Circunscripción Judicial del Dpto. Paraguarí / Corte Suprema de Justicia / Poder Judicial;PLAN;Planificada;;tradicional;2023-02-28 00:00:00;;
583;422443-adquisicion-combustibles-lubricantes-ad-referendum-1;;;;;422443;ADQUISICION DE COMBUSTIBLES Y LUBRICANTES - AD REFERENDUM;CO - Concurso de Ofertas;15 - Combustibles y Lubricantes;Municipalidad de Pilar / Municipalidades;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
584;422444-lpn-sbe-168-22-contratacion-servicios-limpieza-e-higienizacion-distintas-dependencia-1;;;;;422444;LPN SBE 168/22 CONTRATACIÓN DE SERVICIOS DE LIMPIEZA E HIGIENIZACIÓN PARA LAS DISTINTAS DEPENDENCIAS DEL INTERIOR DEL IPS - AD REFERÉNDUM 2023;LPN - Licitación Pública Nacional;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Instituto de Previsión Social / Entidades Públicas de Seguridad Social;PLAN;Planificada;;tradicional;2023-03-31 00:00:00;;
585;422447-adquisicion-suero-fisiologico-hospital-clinicas-ad-referendum-2023-1;422447-adquisicion-suero-fisiologico-hospital-clinicas-ad-referendum-2023-1;;;;422447;ADQUISICION DE SUERO FISIOLOGICO PARA EL HOSPITAL DE CLINICAS, AD REFERENDUM 2023;CO - Concurso de Ofertas;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales;CONV;En Convocatoria (Abierta);2023-01-09 09:00:00;tradicional;2023-01-31 00:00:00;2022-12-27 11:28:35;
586;422450-servicio-mantenimiento-reparacion-fotocopiadora-kyocera-provision-insumos-plurianual-1;;;;;422450;SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE FOTOCOPIADORA KYOCERA, CON PROVISIÓN DE INSUMOS - PLURIANUAL;CD - Contratación Directa;7 - Servicios Técnicos;Servicio Nacional de Calidad y Salud Animal / Entes Autónomos y Autárquicos;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
587;422452-construccion-aulas-aljibe-sshh-escuela-basica-n-7-403-timboty-1;;;;;422452;CONSTRUCCION DE AULAS CON ALJIBE Y SSHH EN LA ESCUELA BASICA N° 7.403 TIMBOTY;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Gobierno Departamental de Presidente Hayes / Gobiernos Departamentales;PLAN;Planificada;;tradicional;2023-02-28 00:00:00;;
588;422453-servicio-mantenimiento-preventivo-correctivo-antena-pararrayos-plurianual-1;;;;;422453;SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE ANTENA PARARRAYOS - PLURIANUAL;CD - Contratación Directa;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Servicio Nacional de Calidad y Salud Animal / Entes Autónomos y Autárquicos;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
589;422454-servicio-alquiler-fotocopiadoras-plurianual-1;;;;;422454;SERVICIO DE ALQUILER DE FOTOCOPIADORAS - PLURIANUAL;CD - Contratación Directa;3 - Adquisición y Locación de inmuebles. Alquiler de muebles;Servicio Nacional de Calidad y Salud Animal / Entes Autónomos y Autárquicos;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
590;422455-servicio-guardias-seguridad-plurianual-1;;;;;422455;SERVICIO DE GUARDIAS DE SEGURIDAD - PLURIANUAL;LPN - Licitación Pública Nacional;25 - Equipos Militares y de Seguridad. Servicio de Seguridad y Vigilancia;Servicio Nacional de Calidad y Salud Animal / Entes Autónomos y Autárquicos;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
591;422456-mantenimiento-reparacion-edificios-1;;;;;422456;MANTENIMIENTO Y REPARACIÓN DE EDIFICIOS;CO - Concurso de Ofertas;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Caja de Jubilaciones y Pensiones de Empleados de Bancarios / Entidades Públicas de Seguridad Social;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
592;422458-servicio-ceremonial-gastronomico-adquisicion-productos-bebidas-faculad-ciencias-medi-1;;;;;422458;SERVICIO DE CEREMONIAL, GASTRONOMICO Y ADQUISICION DE PRODUCTOS Y BEBIDAS PARA LA FACULAD DE CIENCIAS MEDICAS/UNA- AD REFERENDUM PRESUPUESTO 2023;CD - Contratación Directa;9 - Servicios de ceremonial, gastronomico y funerarios;Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
593;422459-licitacion-concurso-ofertas-n-03-2022-reparaciones-escuela-basica-n-936-arcangelo-be-1;422459-licitacion-concurso-ofertas-n-03-2022-reparaciones-escuela-basica-n-936-arcangelo-be-1;;;;422459;LICITACION POR CONCURSO DE OFERTAS N°03/2022 ?REPARACIONES EN LA ESCUELA BASICA N°936 ARCANGELO BENEDETTI ;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de San Juan del Paraná / Municipalidades;CONV;En Convocatoria (Abierta);2023-01-05 07:45:00;tradicional;2022-12-31 00:00:00;2022-12-26 14:24:13;
594;422460-adquisicion-combustibles-municipalidad-natalio-ad-referendum-1;;;;;422460;ADQUISICIÓN DE COMBUSTIBLES PARA LA MUNICIPALIDAD DE NATALIO - AD REFERÉNDUM;CO - Concurso de Ofertas;15 - Combustibles y Lubricantes;Municipalidad de Natalio / Municipalidades;PLAN;Planificada;;tradicional;2023-12-31 00:00:00;;
595;422461-adquisicion-sistema-ingresos-uso-institucional-1;422461-adquisicion-sistema-ingresos-uso-institucional-1;;;;422461;Adquisición de Sistema de Ingresos para Uso Institucional;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de Juan León Mallorquín / Municipalidades;CONV;En Convocatoria (Abierta);2023-01-03 07:30:00;tradicional;2022-12-31 00:00:00;2022-12-28 08:44:44;
596;422462-lpn-n-35-2023-adquisicion-medicamento-triple-terapia-elexacaftor-tezacaftor-ivacafto-1;;;;;422462;"LPN Nº 35/2023 - ""ADQUISICIÓN DE MEDICAMENTO TRIPLE TERAPIA: ELEXACAFTOR/TEZACAFTOR/IVACAFTOR PARA EL PROGRAMA DE FIBROSIS QUÍSTICA""";LPN - Licitación Pública Nacional;17 - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
597;422463-mantenimiento-reparacion-sede-social-ad-referendum-1;;;;;422463;MANTENIMIENTO Y REPARACIÓN DE SEDE SOCIAL AD REFERENDUM;CO - Concurso de Ofertas;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Caja de Jubilaciones y Pensiones de Empleados de Bancarios / Entidades Públicas de Seguridad Social;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
598;422466-lpn-n-36-2023-adquisicion-renovacion-actualizacion-software-seguridad-control-punto-1;;;;;422466;LPN N° 36/2023 ADQUISICIÓN DE RENOVACIÓN Y ACTUALIZACIÓN DE SOFTWARE DE SEGURIDAD, CONTROL DE PUNTO FINAL, DETECCIÓN Y RESPUESTA ANTE INCIDENTES Y PROTECCIÓN DE CORREO ELECTRÓNICO PARA EL MSPYBS.;LPN - Licitación Pública Nacional;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
599;422467-servicio-internet-contingencia-vpn-1;;;;;422467;SERVICIO DE INTERNET DE CONTINGENCIA Y VPN;CO - Concurso de Ofertas;7 - Servicios Técnicos;Caja de Jubilaciones y Pensiones de Empleados de Bancarios / Entidades Públicas de Seguridad Social;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
600;422468-adquisicion-productos-alimenticios-personas-animales-ddsdcc-comando-logistico-ad-ref-1;;;;;422468;Adquisición de Productos Alimenticios para personas y animales de las DDSDCC para el Comando Logístico AD REFERENDUM;CO - Concurso de Ofertas;14 - Productos Alimenticios;Comando Logistico Uoc 5 / Ministerio de Defensa Nacional / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
601;422469-servicio-tecnico-centro-alterno-1;;;;;422469;SERVICIO TECNICO DE CENTRO ALTERNO;CO - Concurso de Ofertas;7 - Servicios Técnicos;Caja de Jubilaciones y Pensiones de Empleados de Bancarios / Entidades Públicas de Seguridad Social;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
602;422471-servicios-asesoria-contable-juridica-institucion-municipal-1;;;;;422471;SERVICIOS DE ASESORIA CONTABLE Y JURIDICA PARA LA INSTITUCION MUNICIPAL;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de Itakyry / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
603;422472-servicios-asesoria-administrativa-recaudaciones-institucion-municipal-1;;;;;422472;SERVICIOS DE ASESORIA ADMINISTRATIVA Y RECAUDACIONES PARA LA INSTITUCION MUNICIPAL;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de Itakyry / Municipalidades;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
604;422473-adquisicion-equipos-computacionales-ad-referendum-1;;;;;422473;Adquisición de equipos computacionales ad referéndum;CO - Concurso de Ofertas;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Secretaria de Prevención de Lavado de Dinero / Presidencia de la República / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
605;422475-servicio-vigilancia-dincap-1;;;;;422475;SERVICIO DE VIGILANCIA PARA LA DINCAP;CD - Contratación Directa;25 - Equipos Militares y de Seguridad. Servicio de Seguridad y Vigilancia;Ministerio de Agricultura y Ganadería / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
606;422476-contratacion-servicios-seguros-vehiculos-comando-ejercito-unidades-componente-adrefe-1;422476-contratacion-servicios-seguros-vehiculos-comando-ejercito-unidades-componente-ad-ref-1;;;;422476;"Contratación de Servicios de Seguros de Vehículos para el Comando del Ejercito y Unidades Componente - ""Ad referéndum 2023""";CO - Concurso de Ofertas;6 - Seguros;Comando del Ejercito Uoc 2 / Ministerio de Defensa Nacional / Poder Ejecutivo;CONV;En Convocatoria (Abierta);2023-01-17 08:00:00;tradicional;2023-01-31 00:00:00;2022-12-29 13:06:03;
607;422477-reparacion-techo-pabellon-aulas-colegio-nacional-absalon-arias-1;;;;;422477;REPARACION DE TECHO DE UN PABELLON DE AULAS - COLEGIO NACIONAL ABSALON ARIAS;CO - Concurso de Ofertas;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de San Juan del Paraná / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
608;422478-adquisicion-sillas-pupitres-pizarra-instituciones-educativas-1;;;;;422478;Adquisición de sillas sin pupitres y pizarra para instituciones educativas ;CD - Contratación Directa;23 - Muebles y Enseres;Municipalidad de Caraguatay / Municipalidades;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
609;422482-provision-almuerzo-escolar-4-instituciones-educativas-modalidad-plato-servido-1;;;;;422482;PROVISION DE ALMUERZO ESCOLAR PARA 4 INSTITUCIONES EDUCATIVAS - MODALIDAD PLATO SERVIDO;LPN - Licitación Pública Nacional;9 - Servicios de ceremonial, gastronomico y funerarios;Municipalidad de Asunción / Municipalidades;PLAN;Planificada;;tradicional;2023-02-28 00:00:00;;
610;422483-servicio-consultoria-fiscalizacion-obras-municipales-encaradas-municipalidad-carlos-1;;;;;422483;Servicio de consultoria para Fiscalización de Obras Municipales encaradas por la Municipalidad de Carlos Antonio López;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de Cárlos Antonio López / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
611;422484-servicio-consultoria-elaboracion-proyectos-obras-municipales-1;;;;;422484;Servicio de consultoria para Elaboración de Proyectos de Obras Municipales.;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de Cárlos Antonio López / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
612;422485-consultoria-amojonamiento-servicios-topograficos-1;;;;;422485;Consultoría para amojonamiento y servicios topográficos;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de Cárlos Antonio López / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
613;422487-consultoria-adecuacion-ambiental-habilitacion-local-disposicion-residuos-urbanos-1;;;;;422487;Consultoria para adecuación ambiental y habilitación de local de disposición de residuos urbanos.;CD - Contratación Directa;5 - Consultorías, Asesorías e Investigaciones. Estudios y Proyectos de inversión;Municipalidad de Cárlos Antonio López / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
614;422488-adquisicion-articulos-electricos-armada-ad-referendum-2023-1;;;;;422488;ADQUISICION DE ARTICULOS ELECTRICOS PARA LA ARMADA - AD REFERENDUM 2023;CO - Concurso de Ofertas;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Comando de la Armada Uoc 3 / Ministerio de Defensa Nacional / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
615;422489-adquiscion-central-telefonica-caja-jubilados-empleados-bancos-afines-ad-referendum-1;;;;;422489;ADQUISCION DE CENTRAL TELEFONICA PARA LA CAJA DE JUBILADOS DE EMPLEADOS DE BANCOS Y AFINES- AD REFERENDUM;CO - Concurso de Ofertas;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Caja de Jubilaciones y Pensiones de Empleados de Bancarios / Entidades Públicas de Seguridad Social;PLAN;Planificada;;tradicional;2023-01-31 00:00:00;;
616;422490-trabajos-construccion-enripiado-zona-rural-ampliacion-red-agua-potable-compania-caso-1;;;;;422490;Trabajos de construcción de enripiado en la zona rural, y ampliación de la red de agua potable en la compañía Caso´i del distrito de Fram ;CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Fram / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
617;422491-adquisicion-baterias-armada-ad-referendum-2023-1;422491-adquisicion-baterias-armada-ad-referendum-2023-1;;;;422491;ADQUISICIÓN DE BATERIAS VARIAS PARA LA ARMADA - AD REFERENDUM 2023;CD - Contratación Directa;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Comando de la Armada Uoc 3 / Ministerio de Defensa Nacional / Poder Ejecutivo;CONV;En Convocatoria (Abierta);2023-01-02 09:00:00;tradicional;2023-01-31 00:00:00;2022-12-26 10:10:14;
618;422494-provision-e-instalacion-equipos-sistema-circuito-cerrado-television-1;;;;;422494;PROVISIÓN E INSTALACIÓN DE EQUIPOS PARA SISTEMA DE CIRCUITO CERRADO DE TELEVISIÓN;CD - Contratación Directa;24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento;Municipalidad de la Paz / Municipalidades;PLAN;Planificada;;tradicional;2022-12-31 00:00:00;;
619;422495-servicio-mantenimiento-reparacion-vehiculos-digesa-1;422495-servicio-mantenimiento-reparacion-vehiculos-digesa-1;;;;422495;Servicio de Mantenimiento y Reparación de Vehículos de la DIGESA;CO - Concurso de Ofertas;2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos;Direccion General de Salud Ambiental / Ministerio de Salud Pública y Bienestar Social / Poder Ejecutivo;CONV;En Convocatoria (Abierta);2023-01-16 10:00:00;tradicional;2023-01-31 00:00:00;2022-12-26 08:51:06;
620;422496-adquisicion-insumos-no-metalicos-materiales-electricos-1;;;;;422496;Adquisición de insumos no metálicos y materiales eléctricos;CO - Concurso de Ofertas;18 - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.;Comando de la Fuerza Aerea Uoc 4 / Ministerio de Defensa Nacional / Poder Ejecutivo;PLAN;Planificada;;tradicional;2023-03-31 00:00:00;;
621;422497-construccion-ss-hh-tipo-4-40-x-6-15-alumnos-profesores-colegio-nacional-don-fukashi-1;422497-refaccion-mantenimiento-pabellon-esc-basica-n-5624-divino-jesus-1;;;;422497;"Refacción y Mantenimiento de Pabellón ESC. BASICA Nº 5624 - ""DIVINO JESUS""";CD - Contratación Directa;21 - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles;Municipalidad de Itá / Municipalidades;CONV;En Convocatoria (Abierta);2023-01-02 09:00:00;tradicional;2022-12-31 00:00:00;2022-12-22 14:50:48;
